Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q01,Give me the communication routes between the server with ID 'SR45' and any server at the University of Oviedo.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,138.3847,13.7164,2.8371,True,True,139.8443,152.0516,155.3676
Q02,Give me each Queen of England along with the list of their residences.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,107.4853,0.3661,2.852,True,True,107.3936,107.8824,107.9163
Q03,Give me the third-degree relatives of Alfonso X.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,108.4623,4.5574,2.8524,True,True,110.1763,111.4511,111.8288
Q04,Give me all the groups that directly or indirectly influenced Queen.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,84.7736,0.1431,2.8598,True,True,84.7942,84.8875,84.9009
Q05,Give me the routes from Madrid to Barcelona that do not pass through Huesca.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,123.1087,0.4035,2.8399,True,True,123.1759,123.4784,123.5377
Q06,Give me the list of salaries of Málaga players who are under 20 years old.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,113.2325,0.3033,2.8506,True,True,113.2233,113.5306,113.5886
Q07,Give me the routes between Oviedo and Málaga whose total distance is less than 1000 km.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,107.7925,1.5292,2.8501,True,True,107.6102,109.2831,109.3337
Q08,Give me the universities that rank between 10th and 20th in terms of highest funding.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,78.7423,6.0867,2.864,True,True,77.6962,84.3687,86.5241
Q09,Give me the actors whose father has more money than the top 5 highest-paid directors combined.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,139.5468,1.1121,2.8416,True,True,139.1231,140.6285,141.0699
Q10,Give me the movies in which all the main actors earn more money than the highest-paid Argentine actor.,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,180.4617,7.0657,2.8364,True,True,181.744,185.6296,186.6139
