Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q01,Which movies have more than four actors with the same birth year?,DeepSeek R1 8B,8B,False,0.1,100.0,19.1473,0.9753,"[17.7941, 19.4090]",15.1331,True,True,19.3284,19.384,19.3869
Q02,Which movies have more than four actors born in the same year as another actor in the cast?,DeepSeek R1 8B,8B,False,0.1,86.67,22.1068,0.7519,"[20.2211, 22.6843]",15.1223,True,True,22.2929,22.5887,22.6641
Q03,"Tell me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",DeepSeek R1 8B,8B,False,0.1,100.0,24.4063,1.38,"[22.5322, 26.1955]",15.1066,True,True,25.334,26.1593,26.1803
Q04,"Find the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",DeepSeek R1 8B,8B,False,0.1,100.0,21.2508,0.0926,"[21.0206, 21.3356]",15.1332,True,True,21.2698,21.3247,21.3295
Q05,What is the name of the Application that has the most incoming connections from other Applications?,DeepSeek R1 8B,8B,False,0.1,46.67,13.3607,26.8576,"[0.0000, 54.5114]",15.0895,True,True,8.7406,18.4074,19.0712
Q06,List nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,DeepSeek R1 8B,8B,False,0.1,100.0,22.8392,0.2649,"[22.3885, 22.9581]",15.1154,True,True,22.8806,22.9443,22.9534
Q07,Which movies has an actor with more salary than Meryl Streep and Clint Eastwood together?,DeepSeek R1 8B,8B,False,0.1,100.0,30.0427,6.9299,"[26.9429, 54.2149]",15.0737,True,True,28.2665,28.7686,43.7556
Q08,Give me the actors whose father is among the top 5 highest-paid directors,DeepSeek R1 8B,8B,False,0.1,100.0,16.428,0.3195,"[16.2937, 16.9695]",15.149,True,True,16.3653,16.4947,16.5332
Q09,Which movies have no actors that have work with Meryl Streep in any movie?,DeepSeek R1 8B,8B,False,0.1,100.0,23.448,1.9381,"[22.0738, 27.5256]",15.1038,True,True,22.2123,27.4973,27.5086
Q10,Movies where all the main actors have won more awards than any Argentine actor,DeepSeek R1 8B,8B,False,0.1,100.0,22.4971,0.7475,"[21.3861, 24.1317]",15.1055,True,True,22.3985,24.0575,24.1095
